generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
726000,species1,species3,0,0.0101363,-8.0757e-05,0.00123172,0
727000,species1,species3,0,0.0145018,-8.0757e-05,0.00410057,0
728000,species1,species3,0,0.0116349,0.000820876,0.00410538,0
729000,species1,species3,0,0.00758489,0.00151017,0.000990523,0
730000,species1,species3,0,0.0073364,0.00175052,0.00136997,0
731000,species1,species3,0,0.00850766,0.00143007,0.00113904,0
732000,species1,species3,0,0.00914269,3.28081e-05,0.000178829,0
733000,species1,species3,0,0.0132236,3.28081e-05,0.00646617,0
734000,species1,species3,0,0.0165798,3.28081e-05,0.00845027,0
734000,species9,species41,274.638,0.0109861,0.00325753,0.00502649,0
735000,species1,species3,0,0.00710261,0.0044155,0.00399507,0
736000,species1,species3,0,0.00776182,0.00400597,0.00124174,0
737000,species1,species3,0,0.00585752,0.00465309,0.00214466,0
738000,species1,species3,0,0.0130671,0.000108972,0.0072449,0
739000,species1,species3,0,0.00584341,0.00482071,0.0015618,0
740000,species1,species3,0,0.00740236,0.00238153,0.00127183,0
741000,species1,species3,0,0.00812553,0.000480219,0.00255603,0
742000,species1,species3,0,0.00676769,0.00369608,0.000766983,0
743000,species1,species3,0,0.0100547,0.00360832,0.00702675,0
744000,species1,species3,0,0.00603717,0.00692166,0.00130859,0
745000,species1,species3,0,0.00724483,0.00425298,0.00217548,0
746000,species1,species3,0,0.00613936,0.00528999,0.00281364,0
747000,species1,species3,0,0.0110419,0.00040551,0.00328614,0
748000,species1,species3,0,0.0121155,0.000888787,0.00738964,0
749000,species1,species3,0,0.0153552,-0.000109495,0.00654949,0
750000,species1,species3,0,0.0121957,-0.000109495,0.00101176,0
750000,species3,NA,4.58529,0.00246581,0.00423205,0.0275973,0
751000,species1,species3,0,0.0189832,-0.00146439,0.00212559,0
751000,species26,species67,254.628,0.0174104,-0.00112881,0.0187994,0
751000,species3,NA,57.7235,0.00769235,-0.00300786,0.035371,0
752000,species1,species3,0,0.0241418,-0.00186875,0.00438973,0
752000,species3,NA,79.5113,0.016449,0.00202015,0.029348,0
753000,species1,species3,0,0.0318415,-0.00188525,0.0159413,0
754000,species1,species3,0,0.0309685,-0.00195429,0.0125357,0
755000,species1,species3,0,0.0320148,-0.00195429,0.0137885,0
756000,species1,species3,0,0.0206584,-0.00258388,0.00503849,0
757000,species1,species3,0,0.0453071,-0.0030546,0.0216821,0
758000,species1,species3,0,0.022792,-0.00211252,0.0050447,0
759000,species1,species3,0,0.0355406,-0.00311219,0.0109584,0
760000,species1,species3,0,0.0234193,-0.00211252,0.00651686,0
761000,species1,species3,0,0.0391658,-0.00260429,0.0191664,0
762000,species1,species3,0,0.0238391,-0.0017797,0.0073614,0
763000,species1,species3,0,0.0198788,-0.00210351,0.00410271,0
763000,species48,NA,321.334,0.0213196,0.00374688,0.0180829,0
763000,species24,NA,274.606,0.00621877,-0.00490583,0.00292339,0
764000,species1,species3,0,0.0183347,-0.00210351,0.00435335,0
764000,species3,NA,3.21665,0.0409406,-0.00154575,0.0439326,0
765000,species1,species3,0,0.017975,-0.00210351,0.00523895,0
766000,species1,species3,0,0.0444276,-0.00279373,0.0216497,0
767000,species1,species3,0,0.0466917,-0.00320223,0.0179262,0
768000,species1,species3,0,0.0248657,-0.00151905,0.00986775,0
769000,species1,species3,0,0.0238136,-0.00151905,0.0102126,0
770000,species1,species3,0,0.0122793,-0.000897938,4.51638e-05,0
771000,species1,species3,0,0.0167607,-0.00100208,0.00175268,0
772000,species1,species3,0,0.0169479,-0.000873742,0.00432714,0
773000,species1,species3,0,0.0210104,-0.000938713,0.00939234,0
774000,species1,species3,0,0.0214946,-0.000938713,0.00724947,0
775000,species1,species3,0,0.0173312,-0.000927437,0.00330936,0
776000,species1,species3,0,0.0154651,-0.000515176,0.00837672,0
777000,species1,species3,0,0.0190902,-0.000515176,0.00842981,0
777000,species3,NA,235.036,0.0292041,0.00326919,0.0901902,0
778000,species1,species3,0,0.0133487,-0.000515176,0.00220314,0
778000,species3,NA,117.43,0.0185584,-0.00720451,0.0379699,0
779000,species1,species3,0,0.0166376,-0.00103374,0.00292041,0
780000,species1,species3,0,0.0314068,-0.00270371,0.0102434,0
781000,species1,species3,0,0.0194737,-0.00090925,0.00584982,0
782000,species1,species3,0,0.0339851,-0.00270371,0.0100636,0
783000,species1,species3,0,0.0197909,-0.000638709,0.00781437,0
784000,species1,species3,0,0.0172147,-0.00155477,0.00210379,0
785000,species1,species3,0,0.0153674,-0.000880921,0.0058077,0
786000,species1,species3,0,0.0201383,-0.000880921,0.0131666,0
787000,species1,species3,0,0.0293415,-0.00208642,0.00950505,0
788000,species1,species3,0,0.0289924,-0.0028517,0.00568267,0
788000,species3,NA,270.918,0.0320687,-0.0044184,0.0947504,0
789000,species1,species3,0,0.0191508,-0.00165637,0.00543044,0
790000,species1,species3,0,0.0388804,-0.00342493,0.0149568,0
791000,species1,species3,0,0.0442086,-0.00290858,0.0192574,0
792000,species1,species3,0,0.0227509,-0.00138954,0.0110512,0
793000,species1,species3,0,0.0175718,-0.00121676,0.00171917,0
793000,species28,NA,303.037,0.015421,-0.000475399,0.0169557,0
793000,species3,NA,185.501,0.021995,-0.00346204,0.068432,0
794000,species1,species3,0,0.0227678,-0.000901263,0.00585536,0
794000,species3,NA,216.063,0.0326442,-0.00346204,0.0562556,0
795000,species1,species3,0,0.0192366,-0.000712181,0.0105164,0
796000,species1,species3,0,0.0118543,-0.000712181,0.00124818,0
797000,species1,species3,0,0.0116375,-0.000222098,0.00566511,0
798000,species1,species3,0,0.0176825,-0.000222098,0.00661587,0
798000,species3,NA,165.197,0.0475348,-0.0039512,0.0397345,0
799000,species1,species3,0,0.00832666,0.0017219,0.00578807,0
800000,species1,species3,0,0.0318057,-0.00237942,0.0134817,0
801000,species1,species3,0,0.0395266,-0.00237942,0.015386,0
801000,species3,NA,142.206,0.0246193,0.00162698,0.0451151,0
802000,species1,species3,0,0.0324746,-0.00215497,0.0142706,0
803000,species1,species3,0,0.0271374,-0.0016858,0.0141321,0
804000,species1,species3,0,0.0255215,-0.00224264,0.00915909,0
805000,species1,species3,0,0.0321212,-0.00249526,0.0122436,0
806000,species1,species3,0,0.0226067,-0.00219185,0.0064235,0
807000,species1,species3,0,0.0324111,-0.00327778,0.0105596,0
808000,species1,species3,0,0.0253088,-0.00219185,0.00851729,0
809000,species1,species3,0,0.0274894,-0.00219185,0.0115335,0
810000,species1,species3,0,0.0270506,-0.00163501,0.0141958,0
811000,species1,species3,0,0.022266,-0.000677029,0.0123693,0
812000,species1,species3,0,0.0173509,-0.000677029,0.00426622,0
813000,species1,species3,0,0.0155402,-0.000313372,0.00421342,0
814000,species1,species3,0,0.0195909,-0.00134295,0.0109555,0
815000,species1,species3,0,0.00726832,0.0009284,0.00129189,0
816000,species1,species3,0,0.0282484,-0.0024827,0.0104723,0
817000,species1,species3,0,0.0150151,-0.00161058,0.00102339,0
818000,species1,species3,0,0.0136238,-0.00112927,0.00556362,0
819000,species1,species3,0,0.0248732,-0.00162925,0.0108399,0
820000,species1,species3,0,0.0288702,-0.00162925,0.0154577,0
821000,species1,species3,0,0.0273258,-0.00162925,0.0152751,0
822000,species1,species3,0,0.0226606,-0.000720785,0.0168865,0
823000,species1,species3,0,0.0197016,-0.000720785,0.0094308,0
824000,species1,species3,0,0.016564,-0.000720785,0.0047836,0
825000,species1,species3,0,0.0134122,-0.000600107,0.00587677,0
826000,species1,species3,0,0.0180481,-0.00120067,0.00275995,0
827000,species1,species3,0,0.0198756,-0.00120315,0.00236681,0
828000,species1,species3,0,0.0162715,-0.000601355,0.00282676,0
829000,species1,species3,0,0.0112064,-0.000601355,0.000282604,0
829000,species6,species24,158.22,0.02336,-0.00447294,0.00409144,0
829000,species5,species32,224.267,0.0248064,0.000419016,0.0124033,0
829000,species3,NA,120.799,0.00188446,-0.00225401,0.0169621,0
830000,species1,species3,0,0.0185091,-0.00189549,0.00355728,0
831000,species1,species3,0,0.0196207,-0.00153061,0.00685534,0
832000,species1,species3,0,0.0132239,-0.000601355,0.00346306,0
833000,species1,species3,0,0.0155525,-0.000321524,0.00143615,0
834000,species1,species3,0,0.0137239,-0.000562865,0.00237644,0
835000,species1,species3,0,0.0160217,-0.000497536,0.00173072,0
835000,species3,NA,281.023,0.0106367,0.00119299,0.0168946,0
836000,species1,species3,0,0.0148082,-0.000466126,0.00448273,0
836000,species3,NA,232.371,0.0132666,0.00134175,0.0674361,0
837000,species1,species3,0,0.0133256,-6.62045e-05,0.0022422,0
838000,species1,species3,0,0.0108664,0.000262796,0.00406519,0
839000,species1,species3,0,0.00943315,0.000756749,0.00322913,0
840000,species1,species3,0,0.0111935,0.00108575,0.00471948,0
841000,species1,species3,0,0.0259058,-0.00249327,0.0101604,0
842000,species1,species3,0,0.0396746,-0.00249327,0.0180491,0
843000,species1,species3,0,0.0251422,-0.00122113,0.0113629,0
844000,species1,species3,0,0.0228351,-0.00210572,0.00541269,0
844000,species3,NA,74.3385,0.105898,-0.00414462,0.0739375,0
845000,species1,species3,0,0.0221727,-0.00210572,0.00384057,0
846000,species1,species3,0,0.00770519,0.000511006,0.000228836,0
847000,species1,species3,0,0.0340327,-0.00310298,0.0109831,0
848000,species1,species3,0,0.0169432,-0.00151545,0.00143528,0
849000,species1,species3,0,0.0212153,-0.00241177,0.000206323,0
849000,species3,NA,271.962,0.0106576,-0.000652261,0.114312,0
850000,species1,species3,0,0.0240978,-0.00241177,0.00672103,0
850000,species3,NA,249.57,0.0304041,-0.000736507,0.0983085,0
851000,species1,species3,0,0.0469667,-0.00323851,0.0252089,0
852000,species1,species3,0,0.0347911,-0.00323851,0.0135958,0
853000,species1,species3,0,0.0378856,-0.00323851,0.0124226,0
854000,species1,species3,0,0.0437174,-0.00359157,0.0144884,0
854000,species3,NA,15.398,0.0474239,-0.00243987,0.0332548,0
855000,species1,species3,0,0.0403758,-0.00340223,0.0113805,0
856000,species1,species3,0,0.0331207,-0.002852,0.017297,0
857000,species1,species3,0,0.0331427,-0.0024395,0.013843,0
858000,species1,species3,0,0.0366869,-0.00457756,0.00675603,0
859000,species1,species3,0,0.0417045,-0.00357002,0.0146257,0
860000,species1,species3,0,0.0272501,-0.00357002,0.00713116,0
861000,species1,species3,0,0.0419611,-0.00357002,0.0137217,0
862000,species1,species3,0,0.0367482,-0.00357002,0.0121375,0
863000,species1,species3,0,0.0160259,-0.00075258,0.00839814,0
864000,species1,species3,0,0.00759291,0.000446466,0.0012853,0
865000,species1,species3,0,0.0056687,0.00461614,0.000440077,0
865000,species43,NA,312.162,0.0258151,-0.003093,0.0110605,0
866000,species1,species3,0,0.0112486,-0.000163559,0.00208604,0
866000,species28,NA,307.316,0.0519544,0.000992027,0.0413717,0
867000,species1,species3,0,0.0145569,0.000830934,0.00970682,0
868000,species1,species3,0,0.0154093,9.42483e-05,0.0104594,0
869000,species1,species3,0,0.0117179,-0.000197202,0.00244329,0
870000,species1,species3,0,0.0106045,0.00059209,0.0027554,0
871000,species1,species3,0,0.0214684,-0.00232639,0.00394194,0
872000,species1,species3,0,0.0185295,-0.00130142,0.0058877,0
873000,species1,species3,0,0.0219975,-0.000831305,0.00743837,0
874000,species1,species3,0,0.0179967,-0.000831305,0.00630479,0
874000,species3,NA,264.182,0.00739493,0.000345088,0.114813,0
875000,species1,species3,0,0.0167908,-0.000831305,0.00398059,0
876000,species1,species3,0,0.0157913,-0.00183244,0.00343946,0
877000,species1,species3,0,0.0206671,-0.00112891,0.00625303,0
878000,species1,species3,0,0.0143384,0.000487358,0.00483411,0
878000,species41,NA,315.478,0.0108383,-0.00194533,0.150323,0
879000,species1,species3,0,0.0111466,0.00221307,0.00589363,0
880000,species1,species3,0,0.00682863,0.00183395,0.000484669,0
881000,species1,species3,0,0.0109542,0.00126975,0.00721299,0
882000,species1,species3,0,0.00747127,0.0034141,0.000878263,0
883000,species1,species3,0,0.00737046,0.00310339,0.00252423,0
884000,species1,species3,0,0.00858316,0.00737149,0.00606919,0
885000,species1,species3,0,0.0163879,0.000896772,0.0146954,0
886000,species1,species3,0,0.00807276,0.00396284,0.00455463,0
887000,species1,species3,0,0.00892508,0.00939013,0.0058282,0
888000,species1,species3,0,0.00724616,0.00640899,0.00455471,0
889000,species1,species3,0,0.0106397,0.000618229,0.00503694,0
890000,species1,species3,0,0.0137793,-7.05025e-05,0.00584424,0
891000,species1,species3,0,0.00945561,0.00337686,0.00341089,0
892000,species1,species3,0,0.00933468,0.00167987,0.00283994,0
893000,species1,species3,0,0.00886561,0.000683782,0.000665618,0
894000,species1,species3,0,0.0103166,0.000683782,0.00107047,0
895000,species1,species3,0,0.00900312,0.000562238,0.00112205,0
896000,species1,species3,0,0.00699219,0.00357601,0.000501155,0
897000,species1,species3,0,0.00773106,0.00418705,0.00293905,0
898000,species1,species3,0,0.00704158,0.00642405,0.000151671,0
899000,species1,species3,0,0.00771585,0.00226109,0.00162546,0
899000,species3,NA,170.705,0.017174,0.00313648,0.0330875,0
900000,species1,species3,0,0.00994903,0.00101691,0.000717184,0
901000,species1,species3,0,0.0118676,0.00017015,0.00143663,0
901000,species3,NA,214.843,0.0223537,0.000492887,0.089965,0
902000,species1,species3,0,0.0108769,5.15009e-05,0.00400106,0
903000,species1,species3,0,0.00977474,5.15009e-05,0.000454257,0
904000,species1,species3,0,0.00774145,0.000234302,0.000949699,0
905000,species1,species3,0,0.0127931,0.00167326,0.00720715,0
905000,species3,NA,262.541,0.0825518,-0.0017995,0.174341,0
906000,species1,species3,0,0.0306185,-0.00231414,0.0142534,0
907000,species1,species3,0,0.00748791,0.0037112,0.00406332,0
907000,species17,NA,327.286,0.00622041,-0.00490306,0.0730114,0
908000,species1,species3,0,0.0083324,0.00383839,0.00481676,0
909000,species1,species3,0,0.023089,-0.00147523,0.00730314,0
910000,species1,species3,0,0.0295004,-0.00165602,0.015368,0
911000,species1,species3,0,0.00898161,0.00179179,0.00354544,0
912000,species1,species3,0,0.013514,-0.000331812,0.0025001,0
913000,species1,species3,0,0.0150163,0.000385803,0.00702347,0
914000,species1,species3,0,0.0115493,6.62352e-05,0.00146635,0
914000,species66,NA,324.87,0.00638891,-0.00661378,0.011295,0
915000,species1,species3,0,0.00938579,0.00154415,0.00254789,0
916000,species1,species3,0,0.0159073,-0.00146274,0.000104703,0
917000,species1,species3,0,0.0182223,-0.00146274,0.00102849,0
918000,species1,species3,0,0.0332659,-0.00250869,0.0150252,0
919000,species1,species3,0,0.00697055,0.00501841,0.000367245,0
920000,species1,species3,0,0.0282735,-0.00275981,0.00821934,0
921000,species1,species3,0,0.0342968,-0.00332072,0.0139535,0
922000,species1,species3,0,0.037811,-0.0037279,0.0132321,0
923000,species1,species3,0,0.0261046,-0.00316422,0.00688871,0
923000,species19,NA,315.01,0.067081,-0.0041038,0.0409093,0
923000,species3,NA,277.883,0.0176628,-0.000488458,0.133196,0
924000,species1,species3,0,0.0475678,-0.00446078,0.0121919,0
925000,species1,species3,0,0.0399847,-0.00401168,0.0094897,0
926000,species1,species3,0,0.0462996,-0.00401168,0.0136776,0
926000,species3,NA,120.422,0.00621837,-0.00393824,0.012238,0
927000,species1,species3,0,0.0438759,-0.00401168,0.0125993,0
928000,species1,species3,0,0.0497339,-0.00401168,0.0136759,0
929000,species1,species3,0,0.0294904,-0.00401168,0.00185468,0
929000,species17,NA,329.016,0.10081,-0.000140513,0.000994684,0
930000,species1,species3,0,0.0114556,-3.36993e-05,0.00364435,0
931000,species1,species3,0,0.00916056,-3.36993e-05,0.000331085,0
931000,species5,species57,239.723,0.0180442,-0.00260559,0.00559275,0
932000,species1,species3,0,0.0141382,8.13093e-07,0.00552684,0
933000,species1,species3,0,0.0451333,-0.00296135,0.0184064,0
934000,species1,species3,0,0.0422507,-0.00296135,0.0140679,0
935000,species1,species3,0,0.0267515,-0.00201552,0.0137823,0
936000,species1,species3,0,0.0124133,-0.000542486,0.00532309,0
937000,species1,species3,0,0.0159662,0.000225563,0.00933473,0
938000,species1,species3,0,0.0187647,0.000225563,0.0107303,0
939000,species1,species3,0,0.0228404,-0.00177942,0.00858015,0
940000,species1,species3,0,0.022301,-0.00106462,0.00655216,0
941000,species1,species3,0,0.0158359,-3.57368e-05,0.00966551,0
942000,species1,species3,0,0.00910347,0.00222058,0.00199857,0
943000,species1,species3,0,0.0183972,-0.000285631,0.00964502,0
944000,species1,species3,0,0.014473,-0.000285631,0.0083795,0
945000,species1,species3,0,0.0186984,-0.000675238,0.00399787,0
945000,species3,NA,289.852,0.038469,0.00328372,0.167428,0
946000,species1,species3,0,0.0159569,-0.000675238,0.0068886,0
947000,species1,species3,0,0.0158229,-0.000675238,0.00394312,0
948000,species1,species3,0,0.00759888,0.00424184,0.00235341,0
949000,species1,species3,0,0.0149205,-0.000489744,0.0070718,0
950000,species1,species3,0,0.00944995,0.00238053,0.00753329,0
950000,species3,NA,81.4254,0.0116128,-0.000273599,0.0438276,0
951000,species1,species3,0,0.0134851,-0.000644602,0.00260465,0
952000,species1,species3,0,0.0129718,-0.000644602,0.00139036,0
952000,species4,species65,300.023,0.072819,0.00195146,0.0471197,0
953000,species1,species3,0,0.0470767,-0.00332714,0.0174362,0
954000,species1,species3,0,0.0185008,-0.000144091,0.0112859,0
955000,species1,species3,0,0.0148207,0.000225242,0.00860986,0
956000,species1,species3,0,0.00991657,0.000225242,0.00352386,0
957000,species1,species3,0,0.0121906,-0.000573686,0.00250075,0
958000,species1,species3,0,0.022377,-0.000479155,0.0120733,0
959000,species1,species3,0,0.0270679,-0.00165866,0.010121,0
960000,species1,species3,0,0.0203963,-0.00165866,0.00634836,0
961000,species1,species3,0,0.0222005,-0.000693743,0.0125773,0
962000,species1,species3,0,0.0122556,-0.000693743,0.00148082,0
963000,species1,species3,0,0.0240659,-0.00185584,0.00565659,0
964000,species1,species3,0,0.00805235,0.00217117,0.000290327,0
964000,species3,NA,97.0239,0.00350636,0.000614315,0.0192564,0
965000,species1,species3,0,0.0169487,-0.00101246,0.00456327,0
966000,species1,species3,0,0.00788964,0.00123492,0.000776746,0
967000,species1,species3,0,0.0153559,-0.000374829,0.00838928,0
968000,species1,species3,0,0.00781727,0.002658,0.000855069,0
969000,species1,species3,0,0.00955162,0.00085451,0.0039197,0
970000,species1,species3,0,0.0107549,0.00316407,0.00841634,0
971000,species1,species3,0,0.0125032,0.000311326,0.00505642,0
971000,species39,NA,280.888,0.00434874,0.00427608,0.0276156,0
971000,species6,species24,202.039,0.0108499,-0.000876563,0.00249408,0
972000,species1,species3,0,0.0143752,0.000244753,0.005309,0
973000,species1,species3,0,0.00803617,0.00203905,0.00189507,0
974000,species1,species3,0,0.00980902,0.00272775,0.00519557,0
975000,species1,species3,0,0.00796539,0.00289041,0.00411219,0
976000,species1,species3,0,0.00695689,0.00323492,0.000895046,0
977000,species1,species3,0,0.0100386,5.51366e-05,0.000737818,0
978000,species1,species3,0,0.00901486,0.00429402,0.008181,0
979000,species1,species3,0,0.00657374,0.00553027,0.000941627,0
980000,species1,species3,0,0.00692785,0.00840815,0.0012888,0
981000,species1,species3,0,0.011244,0.00192738,0.00859763,0
982000,species1,species3,0,0.00721013,0.00296775,0.00260123,0
983000,species1,species3,0,0.0103845,1.09178e-05,0.00219214,0
984000,species1,species3,0,0.00656191,0.00181649,0.000831042,0
985000,species1,species3,0,0.00783338,0.00130491,1.83821e-05,0
986000,species1,species3,0,0.0108838,-0.000907922,0.000512689,0
986000,species37,NA,312.593,0.0329545,-0.00175148,0.0545339,0
987000,species1,species3,0,0.0176342,-0.000907922,0.00261667,0
988000,species1,species3,0,0.0192251,5.62985e-05,0.00982114,0
988000,species4,species65,304.191,0.0773074,-0.000320059,0.0696279,0
989000,species1,species3,0,0.0251671,-0.0012052,0.0129541,0
990000,species1,species3,0,0.0243773,-0.0012052,0.012743,0
991000,species1,species3,0,0.0131291,0.000681594,0.00435989,0
992000,species1,species3,0,0.0118295,-4.55267e-05,0.00404504,0
993000,species1,species3,0,0.0134283,-0.000122223,0.00737455,0
994000,species1,species3,0,0.0139338,-0.00104806,0.00177519,0
995000,species1,species3,0,0.0128166,-8.40801e-05,0.00502235,0
996000,species1,species3,0,0.0143704,-0.000875285,0.00210524,0
996000,species3,NA,250.485,0.00577109,0.00494327,0.0753983,0
997000,species1,species3,0,0.0112786,-0.000875285,0.00184168,0
998000,species1,species3,0,0.0115863,-0.000875285,0.00144718,0
998000,species3,NA,57.6241,0.00150099,-0.00146466,0.023639,0
999000,species1,species3,0,0.0178176,-0.000875285,0.00153895,0
999000,species3,NA,59.1065,0.00401082,-0.00628978,0.0196777,0
