generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
360000,species1,species3,0,0.0306884,-0.00274274,0.0100806,0
361000,species1,species3,0,0.0340444,-0.00274274,0.0142106,0
362000,species1,species3,0,0.00792953,0.0056514,0.00614276,0
363000,species1,species3,0,0.0118362,0.00195315,0.0032182,0
364000,species1,species3,0,0.0113109,0.00102114,0.00167388,0
365000,species1,species3,0,0.00865317,0.00577317,0.00305079,0
366000,species1,species3,0,0.00862593,0.00238426,0.00263906,0
367000,species1,species3,0,0.0144213,0.000183454,0.00331135,0
368000,species1,species3,0,0.0385504,-0.00227298,0.0209221,0
369000,species1,species3,0,0.00608917,0.00743412,0.00316539,0
370000,species1,species3,0,0.0126611,0.000244719,0.00216066,0
371000,species1,species3,0,0.0181972,-0.00174118,0.00139258,0
372000,species1,species3,0,0.0191864,-0.00167864,0.00576695,0
373000,species1,species3,0,0.0220643,-0.000871685,0.00898123,0
374000,species1,species3,0,0.0128128,-0.000304784,0.00176818,0
375000,species1,species3,0,0.0175367,-0.000434637,0.0100122,0
376000,species1,species3,0,0.01169,-0.000434637,0.000263517,0
376000,species3,NA,277.233,0.0162076,-0.000984805,0.0338404,0
376000,species18,NA,239.66,0.00765235,0.00250563,0.00359337,0
377000,species1,species3,0,0.0148948,-0.000434637,0.00128128,0
378000,species1,species3,0,0.0214477,-0.00105325,0.011501,0
379000,species1,species3,0,0.0257365,-0.00191451,0.0101792,0
380000,species1,species3,0,0.0174854,-0.00244538,0.00316932,0
381000,species1,species3,0,0.0325634,-0.00244538,0.0110353,0
381000,species3,NA,200.786,0.00365516,-0.00535896,0.0262971,0
382000,species1,species3,0,0.0292821,-0.00244538,0.00847983,0
383000,species1,species3,0,0.0163646,-0.00192728,0.00560106,0
384000,species1,species3,0,0.0286854,-0.00220313,0.0100507,0
385000,species1,species3,0,0.0155491,-0.00110155,0.00419558,0
386000,species1,species3,0,0.0182729,-0.00141655,0.0055318,0
387000,species1,species3,0,0.0181741,-0.00110155,0.00967906,0
388000,species1,species3,0,0.0185553,-0.000720258,0.0112672,0
389000,species1,species3,0,0.0178298,-0.000871654,0.00783057,0
390000,species1,species3,0,0.0146375,-0.00101703,0.00315754,0
391000,species1,species3,0,0.00752511,0.00147308,0.00306926,0
392000,species1,species3,0,0.0130489,-0.00101703,0.0017165,0
393000,species1,species3,0,0.0111612,7.79209e-05,0.00269427,0
394000,species1,species3,0,0.0130468,-0.000954666,0.00264105,0
395000,species1,species3,0,0.0252049,-0.00206636,0.010935,0
396000,species1,species3,0,0.0339478,-0.00206636,0.0187973,0
397000,species1,species3,0,0.0239496,-0.00267774,0.00727839,0
398000,species1,species3,0,0.0288591,-0.00197571,0.0112524,0
399000,species1,species3,0,0.0212318,-0.00106831,0.0102713,0
400000,species1,species3,0,0.0195064,-0.00127391,0.00891704,0
401000,species1,species3,0,0.0165494,-0.00127391,0.00489777,0
402000,species1,species3,0,0.0159256,-0.000607516,0.0066576,0
403000,species1,species3,0,0.0173132,-0.000686598,0.00846817,0
404000,species1,species3,0,0.018338,-0.00116106,0.00505148,0
404000,species3,NA,28.4653,0.0370647,-0.0022871,0.0137029,0
405000,species1,species3,0,0.0213929,-0.00116106,0.0106718,0
406000,species1,species3,0,0.0152234,-0.00116106,0.00277097,0
407000,species1,species3,0,0.0426969,-0.00217497,0.0254114,0
408000,species1,species3,0,0.0288629,-0.00143565,0.018561,0
409000,species1,species3,0,0.0182909,-0.00033191,0.00934051,0
410000,species1,species3,0,0.0237858,-0.00120008,0.0114744,0
411000,species1,species3,0,0.00846101,0.000945606,0.00148004,0
412000,species1,species3,0,0.0117367,0.00146316,0.00485648,0
413000,species1,species3,0,0.00776278,0.00372298,0.00117912,0
413000,species13,species55,287.081,0.0815821,-0.00169157,0.0208442,0
414000,species1,species3,0,0.0081973,0.00284298,0.00362438,0
415000,species1,species3,0,0.0101347,0.000870552,0.0029875,0
416000,species1,species3,0,0.0142048,0.000628231,0.00852436,0
417000,species1,species3,0,0.0119303,0.000643449,0.00849688,0
418000,species1,species3,0,0.0348581,-0.00324405,0.0136029,0
419000,species1,species3,0,0.0382232,-0.0031791,0.0143793,0
420000,species1,species3,0,0.0416853,-0.00292943,0.0195941,0
421000,species1,species3,0,0.0240446,-0.00348528,0.00203313,0
421000,species6,species24,192.351,0.0261257,0.00448065,0.0300365,0
422000,species1,species3,0,0.0240429,-0.00165817,0.00768864,0
423000,species1,species3,0,0.0428419,-0.00266663,0.0139778,0
424000,species1,species3,0,0.0339638,-0.0019806,0.0192286,0
425000,species1,species3,0,0.0181525,-0.0019806,0.00386881,0
426000,species1,species3,0,0.023772,-0.00252262,0.00437786,0
427000,species1,species3,0,0.00922808,0.00126493,0.00237306,0
428000,species1,species3,0,0.0163716,-0.00116746,0.00129339,0
429000,species1,species3,0,0.0167481,-0.000891998,0.00416258,0
430000,species1,species3,0,0.0296561,-0.00168661,0.0159418,0
431000,species1,species3,0,0.0327412,-0.00228497,0.0153998,0
432000,species1,species3,0,0.0255093,-0.00228497,0.00423541,0
432000,species3,NA,262.969,0.0048771,-0.00420094,0.0205855,0
433000,species1,species3,0,0.0169991,-0.000893792,0.00596217,0
433000,species3,NA,251.176,0.029507,-0.00420094,0.0514718,0
434000,species1,species3,0,0.0220734,-0.000912258,0.00999822,0
435000,species1,species3,0,0.0217936,-0.00145792,0.0084979,0
436000,species1,species3,0,0.028444,-0.00146877,0.0160672,0
437000,species1,species3,0,0.0180227,-0.00146877,0.00520851,0
438000,species1,species3,0,0.0255052,-0.00101993,0.0157494,0
439000,species1,species3,0,0.0159145,-0.00101993,0.00161714,0
440000,species1,species3,0,0.0174026,-0.00101993,0.006182,0
441000,species1,species3,0,0.0129842,-0.00101993,0.00342827,0
442000,species1,species3,0,0.0152454,-0.00123573,0.0030431,0
443000,species1,species3,0,0.0374492,-0.00286074,0.0127032,0
444000,species1,species3,0,0.0231902,-0.00286074,0.00685881,0
445000,species1,species3,0,0.0191041,-0.00181439,0.00278278,0
446000,species1,species3,0,0.0162214,-0.00144752,0.00624155,0
447000,species1,species3,0,0.0141377,-0.000381105,0.00404678,0
448000,species1,species3,0,0.0415776,-0.00368956,0.0137001,0
449000,species1,species3,0,0.0364238,-0.0035303,0.00890407,0
450000,species1,species3,0,0.0183552,-0.000925707,0.00600825,0
451000,species1,species3,0,0.00764744,0.00192255,0.000433016,0
452000,species1,species3,0,0.0287063,-0.0037508,0.0019957,0
453000,species1,species3,0,0.0348687,-0.00210515,0.0131724,0
454000,species1,species3,0,0.0177586,-0.0011589,0.0060299,0
455000,species1,species3,0,0.017072,-0.00129247,0.00498583,0
456000,species1,species3,0,0.0318548,-0.00324996,0.00858498,0
457000,species1,species3,0,0.023202,-0.00183581,0.00586684,0
457000,species20,NA,328.689,0.0257802,0.00216819,0.00826519,0
458000,species1,species3,0,0.0225561,-0.00183581,0.00774973,0
459000,species1,species3,0,0.0157292,-0.00114096,0.00184038,0
460000,species1,species3,0,0.0143182,-0.000861074,0.00435584,0
461000,species1,species3,0,0.0161855,-0.00155592,0.000933068,0
462000,species1,species3,0,0.0308977,-0.00222184,0.0149481,0
463000,species1,species3,0,0.0209326,-0.00222184,0.0021469,0
463000,species38,NA,314.366,0.00319157,0.00163995,0.0120864,0
464000,species1,species3,0,0.0231338,-0.00135386,0.011129,0
465000,species1,species3,0,0.0151815,-0.000762984,0.00462189,0
466000,species1,species3,0,0.0129094,-0.000762984,0.00138368,0
467000,species1,species3,0,0.0197049,-0.00194433,0.00445294,0
468000,species1,species3,0,0.0488812,-0.00205864,0.0252838,0
468000,species3,NA,106.738,0.109121,-0.00330094,0.11152,0
469000,species1,species3,0,0.020445,-0.0010946,0.00807991,0
470000,species1,species3,0,0.0458068,-0.00304319,0.0181373,0
471000,species1,species3,0,0.0477796,-0.00449407,0.0135212,0
472000,species1,species3,0,0.0416046,-0.00449407,0.00923485,0
473000,species1,species3,0,0.0117571,0.000368708,0.00232549,0
474000,species1,species3,0,0.00969186,0.000368708,0.00178865,0
475000,species1,species3,0,0.0211287,-0.000893798,0.00903547,0
476000,species1,species3,0,0.0160154,-0.000893798,0.00134163,0
477000,species1,species3,0,0.0185425,-0.000603406,0.0122084,0
478000,species1,species3,0,0.0292347,-0.00199385,0.0144335,0
478000,species3,NA,100.229,0.0133059,0.00275237,0.0361836,0
479000,species1,species3,0,0.0344459,-0.00225464,0.0174153,0
479000,species3,NA,147.005,0.0150348,0.000802131,0.0566404,0
480000,species1,species3,0,0.0163558,-0.00094437,0.0024815,0
480000,species7,species52,289.194,0.082622,-0.0080035,0.0180529,0
480000,species3,NA,130.923,0.0058386,0.00230793,0.00865416,0
481000,species1,species3,0,0.0144899,-0.00094437,0.00700331,0
482000,species1,species3,0,0.016285,-0.000938817,0.00521056,0
483000,species1,species3,0,0.0200954,-0.000936578,0.00552629,0
484000,species1,species3,0,0.0200964,-0.000936578,0.00491367,0
485000,species1,species3,0,0.0101369,0.000696228,0.00142808,0
486000,species1,species3,0,0.0147475,-0.000304877,0.00756293,0
486000,species31,NA,320.907,0.0354522,0.00168736,0.181156,0
487000,species1,species3,0,0.0302578,-0.00141542,0.0191572,0
488000,species1,species3,0,0.0157855,-0.00148054,0.00180665,0
488000,species3,NA,83.4233,0.000506271,0.00488976,0.0217257,0
489000,species1,species3,0,0.0128525,-0.000297145,0.00375874,0
490000,species1,species3,0,0.013472,7.55784e-05,0.00627137,0
491000,species1,species3,0,0.0138036,-0.000820134,0.00151172,0
492000,species1,species3,0,0.0129096,-0.00101817,0.000909448,0
493000,species1,species3,0,0.015806,-0.00101817,0.00407623,0
494000,species1,species3,0,0.011881,-0.000297905,0.00222525,0
495000,species1,species3,0,0.0214812,-0.00140706,0.00864102,0
496000,species1,species3,0,0.0167755,-0.00183473,0.00211352,0
497000,species1,species3,0,0.0242287,-0.00119358,0.0130229,0
498000,species1,species3,0,0.0146936,-0.000740075,0.0012314,0
499000,species1,species3,0,0.0188123,-0.00119358,0.00307354,0
499000,species15,species19,184.331,0.0492666,-0.00202098,0.00988053,0
500000,species1,species3,0,0.0157105,-0.00043693,0.00410583,0
500000,species23,NA,305.035,0.00608743,0.000886425,0.114126,0
501000,species1,species3,0,0.0177937,-0.00108797,0.00824952,0
502000,species1,species3,0,0.0220974,-0.00141522,0.0103278,0
503000,species1,species3,0,0.0186692,-0.000305991,0.0075633,0
504000,species1,species3,0,0.0101967,-0.000305991,0.000311743,0
505000,species1,species3,0,0.0133181,-0.000499281,0.00377307,0
506000,species1,species3,0,0.0235134,-0.000444291,0.0101406,0
507000,species1,species3,0,0.0162931,-0.00159374,0.0023578,0
508000,species1,species3,0,0.0230013,-0.00207952,0.00952157,0
509000,species1,species3,0,0.0132713,-0.000633607,0.00394968,0
510000,species1,species3,0,0.0157111,-0.0016846,0.000840853,0
510000,species1,species48,301.382,0.0937232,-0.00423966,0.0121145,0
510000,species68,NA,322.755,0.0233609,-0.00256026,0.0507868,0
511000,species1,species3,0,0.0173411,-0.00078997,0.00589539,0
512000,species1,species3,0,0.0197289,-0.000599788,0.01075,0
512000,species20,NA,225.2,0.00822203,-0.00596498,0.0170405,0
513000,species1,species3,0,0.0262411,-0.00112444,0.0135799,0
514000,species1,species3,0,0.0161453,-0.000580235,0.00620787,0
515000,species1,species3,0,0.0312926,-0.00273188,0.00713848,0
516000,species1,species3,0,0.0253921,-0.00219307,0.0121759,0
517000,species1,species3,0,0.0176785,-0.000691886,0.00861862,0
518000,species1,species3,0,0.0155471,0.000504284,0.0102078,0
519000,species1,species3,0,0.0166591,-0.00141553,0.00297677,0
520000,species1,species3,0,0.0283504,-0.00196979,0.0125579,0
521000,species1,species3,0,0.0235547,-0.0021317,0.00519177,0
522000,species1,species3,0,0.0206069,-0.000975653,0.00806037,0
523000,species1,species3,0,0.00621027,0.00495584,0.0032532,0
524000,species1,species3,0,0.0156413,-0.000975653,0.00462431,0
525000,species1,species3,0,0.0115376,0.000865018,0.00323084,0
526000,species1,species3,0,0.0109789,0.000144715,0.000655578,0
526000,species3,NA,196.065,0.0196544,-0.00385466,0.0537661,0
527000,species1,species3,0,0.0118448,0.000231971,0.00434535,0
528000,species1,species3,0,0.0165887,-0.000772406,0.00460639,0
528000,species3,NA,88.057,0.0151876,0.000995913,0.023329,0
529000,species1,species3,0,0.0183118,-0.000772406,0.00746035,0
530000,species1,species3,0,0.0236906,-0.00221663,0.00398376,0
530000,species27,species56,241.693,0.00867467,-0.00201105,0.00428462,0
531000,species1,species3,0,0.0213949,-0.00168052,0.00692081,0
532000,species1,species3,0,0.0166224,-0.00139561,0.00514453,0
533000,species1,species3,0,0.0181767,-0.000674349,0.0069262,0
534000,species1,species3,0,0.0209422,-0.00139561,0.00959586,0
535000,species1,species3,0,0.0311934,-0.00260984,0.00679165,0
535000,species3,NA,297.463,0.0797724,-0.00140034,0.22225,0
536000,species1,species3,0,0.0286831,-0.00260984,0.00917453,0
536000,species27,NA,314.099,0.045979,0.00513487,0.00724797,0
537000,species1,species3,0,0.0350796,-0.00260984,0.00959467,0
538000,species1,species3,0,0.0101826,-0.000293625,0.000798509,0
539000,species1,species3,0,0.0159458,-0.000650791,0.00466178,0
540000,species1,species3,0,0.028019,-0.00235356,0.0111939,0
541000,species1,species3,0,0.0231961,-0.00235356,0.00519916,0
541000,species3,NA,227.927,0.0514454,-0.00120942,0.113092,0
542000,species1,species3,0,0.026198,-0.00240177,0.0072021,0
543000,species1,species3,0,0.0430802,-0.0022762,0.0234461,0
544000,species1,species3,0,0.0169635,-0.00091128,0.0032346,0
545000,species1,species3,0,0.0195921,-0.00161834,0.00597972,0
545000,species18,NA,326.319,0.0350319,0.00287267,0.0842364,0
546000,species1,species3,0,0.0293912,-0.00161834,0.0111982,0
547000,species1,species3,0,0.022929,-0.00161834,0.0053538,0
548000,species1,species3,0,0.0220457,-0.00229613,0.00798524,0
549000,species1,species3,0,0.0241017,-0.00180193,0.0102435,0
550000,species1,species3,0,0.0308246,-0.0023098,0.0166646,0
551000,species1,species3,0,0.0292652,-0.00157326,0.0164295,0
552000,species1,species3,0,0.0243457,-0.00186471,0.00936563,0
553000,species1,species3,0,0.0262931,-0.00247646,0.00403089,0
553000,species6,NA,329.967,0.0004487,0.000718819,0.0394871,0
554000,species1,species3,0,0.0288856,-0.00231376,0.0109739,0
555000,species1,species3,0,0.0289684,-0.00235719,0.00869836,0
556000,species1,species3,0,0.0224967,-0.0022373,0.00484772,0
557000,species1,species3,0,0.023123,-0.00234508,0.00497578,0
558000,species1,species3,0,0.0290102,-0.00186465,0.016396,0
559000,species1,species3,0,0.0193809,-0.00137005,0.00492285,0
560000,species1,species3,0,0.0196806,-0.00256382,0.00203984,0
560000,species26,species67,271.432,0.0377049,0.00337982,0.0272149,0
561000,species1,species3,0,0.0351163,-0.0018636,0.0157252,0
562000,species1,species3,0,0.0344473,-0.0018636,0.0146213,0
563000,species1,species3,0,0.0394652,-0.0018636,0.024883,0
564000,species1,species3,0,0.0367613,-0.00269055,0.0137807,0
564000,species11,species29,207.245,0.0276642,-0.00406426,0.0226169,0
564000,species17,NA,253.94,0.00932627,0.0046392,0.0426676,0
565000,species1,species3,0,0.0167565,-0.0015915,0.00245108,0
566000,species1,species3,0,0.0465227,-0.00269055,0.0211649,0
567000,species1,species3,0,0.0430421,-0.00269055,0.0207541,0
568000,species1,species3,0,0.0263322,-0.0015915,0.0110355,0
569000,species1,species3,0,0.0186976,-0.00247965,0.00387028,0
570000,species1,species3,0,0.02256,-0.00247965,0.00794869,0
571000,species1,species3,0,0.0213607,-0.00225848,0.00911816,0
572000,species1,species3,0,0.0347047,-0.00189036,0.0222692,0
573000,species1,species3,0,0.0129512,-0.000422368,0.000803725,0
574000,species1,species3,0,0.0116013,-0.000160462,0.000652935,0
575000,species1,species3,0,0.014752,-0.00130779,0.000959098,0
576000,species1,species3,0,0.0125587,-0.000205318,0.00631255,0
577000,species1,species3,0,0.0192868,-0.00167091,0.00205586,0
577000,species3,NA,192.136,0.000195391,-0.000859528,0.022093,0
578000,species1,species3,0,0.0256564,-0.0016828,0.00930992,0
579000,species1,species3,0,0.0200983,-0.0016828,0.00843425,0
580000,species1,species3,0,0.0193507,-0.0016828,0.00755242,0
581000,species1,species3,0,0.0175207,-0.000720532,0.00759759,0
582000,species1,species3,0,0.0318773,-0.00244807,0.0111529,0
583000,species1,species3,0,0.0168319,-0.000299516,0.00217753,0
584000,species1,species3,0,0.0114722,-0.00110059,0.00304173,0
585000,species1,species3,0,0.0210745,-0.000983208,0.0112252,0
586000,species1,species3,0,0.026524,-0.00237424,0.0108546,0
587000,species1,species3,0,0.020611,-0.000853527,0.0151222,0
588000,species1,species3,0,0.0147092,0.000214805,0.00412648,0
589000,species1,species3,0,0.0235106,-0.0019378,0.00819201,0
590000,species1,species3,0,0.00978982,0.000100351,0.00139296,0
591000,species1,species3,0,0.0192753,-0.000118153,0.0116003,0
592000,species1,species3,0,0.0102878,-0.000118153,0.00146817,0
592000,species15,species70,319.225,0.0161754,-0.000184683,0.0769486,0
592000,species3,NA,27.4561,0.0493002,-0.00475681,0.0344875,0
593000,species1,species3,0,0.0310634,-0.0014711,0.016727,0
594000,species1,species3,0,0.0095423,0.000669926,0.000672318,0
594000,species3,NA,152.689,0.00119993,-0.00374551,0.0276151,0
595000,species1,species3,0,0.00942076,0.000669926,0.00230487,0
596000,species1,species3,0,0.0233255,-0.000847122,0.012563,0
597000,species1,species3,0,0.019788,-0.00128938,0.00434685,0
598000,species1,species3,0,0.0233564,-0.000969089,0.0133357,0
599000,species1,species3,0,0.0184606,-0.000938798,0.00717291,0
600000,species1,species3,0,0.0141821,-0.000278586,0.000938381,0
601000,species1,species3,0,0.0337635,-0.00138412,0.0215623,0
602000,species1,species3,0,0.0274062,-0.00339238,0.00239988,0
603000,species1,species3,0,0.0292891,-0.00265133,0.00980943,0
604000,species1,species3,0,0.0300895,-0.00265133,0.010062,0
605000,species1,species3,0,0.0175343,-0.00188396,0.00392504,0
606000,species1,species3,0,0.0305666,-0.00188396,0.0134521,0
607000,species1,species3,0,0.0258766,-0.00188396,0.00686969,0
608000,species1,species3,0,0.0359407,-0.00262796,0.0171017,0
609000,species1,species3,0,0.026669,-0.00231214,0.0109277,0
610000,species1,species3,0,0.0167574,-0.00150808,0.000972851,0
611000,species1,species3,0,0.0161834,-0.000581231,0.0100686,0
612000,species1,species3,0,0.0132184,-0.000594838,0.00262863,0
613000,species1,species3,0,0.0357056,-0.00204801,0.0168566,0
614000,species1,species3,0,0.0199403,-0.000543922,0.0127136,0
615000,species1,species3,0,0.0148302,-0.00101784,0.00148868,0
616000,species1,species3,0,0.0171553,-0.00222873,0.00319819,0
617000,species1,species3,0,0.0286368,-0.00300787,0.0054189,0
618000,species1,species3,0,0.027308,-0.00265216,0.0097178,0
619000,species1,species3,0,0.0321016,-0.002275,0.0140598,0
620000,species1,species3,0,0.0330375,-0.00204507,0.0136479,0
621000,species1,species3,0,0.0450487,-0.00204507,0.0232612,0
621000,species3,NA,263.488,0.00502017,0.000983148,0.0739231,0
622000,species1,species3,0,0.0251142,-0.00204507,0.0115126,0
622000,species3,NA,242.991,0.0123531,-0.00122945,0.103015,0
623000,species1,species3,0,0.0216799,-0.00189014,0.00701749,0
624000,species1,species3,0,0.0185213,-0.00143661,0.00283217,0
624000,species3,NA,105.102,0.0105112,0.000433821,0.0385705,0
625000,species1,species3,0,0.0178947,-0.00084091,0.00702425,0
625000,species3,NA,91.1808,0.00257923,-0.00413141,0.0150318,0
626000,species1,species3,0,0.0173615,-0.00153682,0.00528528,0
626000,species3,NA,84.2232,0.0483535,0.00164482,0.0847445,0
627000,species1,species3,0,0.0175974,-0.00153682,0.00341218,0
627000,species3,NA,115.55,0.0177441,3.02944e-05,0.0543812,0
628000,species1,species3,0,0.0140767,-6.20488e-05,0.00630999,0
629000,species1,species3,0,0.0107059,-0.000162251,0.00296792,0
630000,species1,species3,0,0.0121084,-0.000162251,0.00054054,0
630000,species30,NA,325.687,0.047235,-0.000267713,0.000670099,0
630000,species3,NA,44.6867,0.0549853,-0.00305217,0.0543045,0
631000,species1,species3,0,0.0118253,-0.000162251,0.000117218,0
632000,species1,species3,0,0.0101047,0.000392077,0.00386169,0
633000,species1,species3,0,0.0468164,-0.00284623,0.020757,0
633000,species3,NA,140.387,0.0548657,-0.00267332,0.0726959,0
634000,species1,species3,0,0.0466936,-0.00284623,0.0224057,0
635000,species1,species3,0,0.0536365,-0.00299277,0.0235001,0
636000,species1,species3,0,0.0253309,-0.00299277,0.00533768,0
637000,species1,species3,0,0.026457,-0.00185192,0.0126763,0
637000,species3,NA,74.925,0.0370958,0.00419173,0.0772257,0
638000,species1,species3,0,0.0215616,-0.00185192,0.00127038,0
638000,species3,NA,248.565,0.0481869,-0.0114727,0.0778589,0
639000,species1,species3,0,0.0218702,-0.00218049,0.00428795,0
639000,species3,NA,169.925,0.0206515,-0.0114727,0.0654646,0
640000,species1,species3,0,0.0260839,-0.00231174,0.00824647,0
641000,species1,species3,0,0.0341052,-0.0033502,0.0103215,0
642000,species1,species3,0,0.0181302,-0.00308397,0.00260737,0
642000,species1,species7,122.772,0.0287264,-0.00375831,0.00891345,0
642000,species22,species60,298.455,0.0391295,-0.00164725,0.000954064,0
643000,species1,species3,0,0.0443313,-0.00257932,0.0165747,0
644000,species1,species3,0,0.028593,-0.00303461,0.00793189,0
645000,species1,species3,0,0.0339041,-0.00303461,0.00409288,0
645000,species4,species65,311.253,0.0566039,0.00293716,0.0351603,0
645000,species3,NA,34.8806,0.0125626,0.00277505,0.0137387,0
646000,species1,species3,0,0.0163829,-0.00152854,0.00350254,0
647000,species1,species3,0,0.0171043,-0.00112922,0.00380197,0
648000,species1,species3,0,0.0252055,-0.00214256,0.00843438,0
649000,species1,species3,0,0.0396464,-0.00242018,0.0204893,0
650000,species1,species3,0,0.0144549,-0.000373763,0.00182084,0
651000,species1,species3,0,0.0488363,-0.0026934,0.0205898,0
652000,species1,species3,0,0.0136259,-0.000831306,0.000489917,0
652000,species19,NA,268.487,0.0252597,0.00168174,0.0651686,0
652000,species3,NA,287.662,0.0075422,0.00107521,0.0631075,0
653000,species1,species3,0,0.0264342,-0.00207428,0.0118035,0
654000,species1,species3,0,0.0206741,-0.00192367,0.0060704,0
655000,species1,species3,0,0.0313944,-0.000934012,0.022625,0
656000,species1,species3,0,0.0154218,-0.000934012,0.00311053,0
657000,species1,species3,0,0.0125968,-0.000154405,0.00153325,0
657000,species45,NA,324.693,0.0278609,0.00291459,0.0436522,0
658000,species1,species3,0,0.0161921,-0.000711295,0.00267923,0
659000,species1,species3,0,0.016962,-0.00107387,0.00543485,0
660000,species1,species3,0,0.00991514,0.00121488,0.00369332,0
661000,species1,species3,0,0.00974658,0.000928638,0.00245976,0
662000,species1,species3,0,0.0142094,7.41237e-05,0.00728083,0
662000,species24,NA,310.032,0.0278228,0.000196899,0.0100483,0
663000,species1,species3,0,0.00983735,0.00068667,0.00568641,0
664000,species1,species3,0,0.0136051,-0.000480414,0.00412962,0
665000,species1,species3,0,0.0157928,-0.00141704,0.000381017,0
666000,species1,species3,0,0.0374747,-0.00302022,0.0103803,0
666000,species3,NA,158.646,0.022542,-0.00271646,0.0690941,0
667000,species1,species3,0,0.0199901,-0.00122125,0.00393405,0
668000,species1,species3,0,0.0239291,-0.00143901,0.00866184,0
669000,species1,species3,0,0.0176963,-0.00133286,0.00247423,0
670000,species1,species3,0,0.0189398,-0.00133286,0.00574536,0
671000,species1,species3,0,0.0416562,-0.00133286,0.0227286,0
671000,species3,NA,208.829,0.0161566,-0.00400924,0.0692803,0
672000,species1,species3,0,0.0269148,-0.00156954,0.0146951,0
673000,species1,species3,0,0.0316234,-0.00156954,0.0181601,0
674000,species1,species3,0,0.0126945,-0.00115081,0.00286079,0
675000,species1,species3,0,0.0116362,-8.24089e-05,0.00461084,0
676000,species1,species3,0,0.010842,9.14361e-05,0.00534676,0
676000,species17,NA,233.189,0.00747324,0.00154817,0.0141239,0
677000,species1,species3,0,0.0142553,-0.000373651,0.0049943,0
678000,species1,species3,0,0.0115739,0.000446824,0.00411102,0
679000,species1,species3,0,0.0128672,7.05394e-05,0.0043148,0
680000,species1,species3,0,0.00844665,0.000217627,0.000642948,0
681000,species1,species3,0,0.0148601,0.000107792,0.0100477,0
682000,species1,species3,0,0.0091021,7.05394e-05,0.00194814,0
683000,species1,species3,0,0.0109871,0.000388988,0.00279782,0
684000,species1,species3,0,0.00678579,0.0049342,0.00170695,0
685000,species1,species3,0,0.010074,0.00261999,0.00320873,0
686000,species1,species3,0,0.013589,-0.000131443,0.00694653,0
687000,species1,species3,0,0.0176862,-0.000131443,0.0090996,0
688000,species1,species3,0,0.0143226,-0.00119433,0.00222472,0
689000,species1,species3,0,0.024803,-0.00161756,0.0109797,0
690000,species1,species3,0,0.0345583,-0.00323448,0.00450526,0
691000,species1,species3,0,0.0159475,-0.00155265,0.00224813,0
692000,species1,species3,0,0.0211559,-0.00184899,0.0042177,0
692000,species49,NA,312.296,0.00391984,0.00377422,0.000211266,0
693000,species1,species3,0,0.0114727,0.000784451,0.00840325,0
694000,species1,species3,0,0.0240916,-0.00129409,0.0148178,0
695000,species1,species3,0,0.0230693,0.000101935,0.00999171,0
696000,species1,species3,0,0.00583778,0.00308405,0.000810469,0
697000,species1,species3,0,0.0235223,-0.000847135,0.0165527,0
698000,species1,species3,0,0.0172233,-0.00136783,0.0024884,0
699000,species1,species3,0,0.0211719,-0.00150398,0.00591812,0
700000,species1,species3,0,0.0260344,-0.0014539,0.00902737,0
701000,species1,species3,0,0.0145552,-0.00156782,0.00288244,0
702000,species1,species3,0,0.0227828,-0.000455128,0.0157994,0
703000,species1,species3,0,0.0118151,0.00150274,0.0101232,0
704000,species1,species3,0,0.00776549,0.002471,0.00303491,0
705000,species1,species3,0,0.00724214,0.00274181,0.00232155,0
706000,species1,species3,0,0.00981262,0.00261177,0.00455047,0
707000,species1,species3,0,0.00776703,0.0022593,0.0035195,0
708000,species1,species3,0,0.0209523,-0.00115757,0.00896573,0
709000,species1,species3,0,0.0194896,-0.00115757,0.00741449,0
710000,species1,species3,0,0.0134364,0.000815404,0.00787998,0
711000,species1,species3,0,0.00987314,0.00186074,0.00621608,0
712000,species1,species3,0,0.0098107,0.00161334,0.00345681,0
712000,species3,NA,308.562,0.0622333,-0.00200528,0.0060794,0
712000,species3,NA,82.001,0.0220539,-0.00453349,0.0182998,0
713000,species1,species3,0,0.0131948,-0.000540721,0.0044208,0
714000,species1,species3,0,0.0151041,-0.000540721,0.00323772,0
714000,species3,NA,92.3087,0.0456075,-0.00453349,0.0353614,0
715000,species1,species3,0,0.0101596,-0.000540721,0.00033449,0
716000,species1,species3,0,0.00995498,0.000828922,0.0029913,0
716000,species3,NA,322.264,0.00262907,0.00256484,0.0148436,0
717000,species1,species3,0,0.0125682,0.000828922,0.00790823,0
718000,species1,species3,0,0.0123893,0.00349324,0.00686351,0
718000,species3,NA,161.002,0.0139997,-0.00345591,0.0382468,0
719000,species1,species3,0,0.00954813,0.00167894,0.00283219,0
719000,species19,NA,303.874,0.0135443,-0.00118895,0.0187586,0
720000,species1,species3,0,0.0215437,-0.000715887,0.00898614,0
720000,species3,NA,144.981,0.00169632,-0.00345591,0.0287457,0
721000,species1,species3,0,0.00984408,0.00102699,0.00195336,0
722000,species1,species3,0,0.0162692,-0.000307478,0.00973978,0
723000,species1,species3,0,0.0112504,0.000915175,0.000180788,0
723000,species59,NA,313.054,0.0230568,-0.00394261,0.00438801,0
724000,species1,species3,0,0.00719414,0.00444518,0.000593008,0
725000,species1,species3,0,0.00827601,0.00102647,0.000226755,0
